Actual_Disease,Predicted_Disease,Correct,Prob_Alternaria_%,Prob_Apple Scab_%,Prob_Cedar Apple Rust_%,Prob_Fire Blight_%,Prob_Healthy_%,Prob_Powdery Mildew_%
Apple Scab,Apple Scab,True,1.0024394e-08,99.86048,0.13909528,0.0003540827,6.640269e-05,2.2931415e-11
Powdery Mildew,Powdery Mildew,True,6.4240815e-08,3.8487733e-09,6.523074e-10,8.503705e-09,0.24566281,99.75434
Alternaria,Alternaria,True,100.0,1.1328776e-18,9.389879e-19,3.6281862e-16,2.9028152e-10,1.8049552e-25
Powdery Mildew,Powdery Mildew,True,9.244224e-05,8.6952336e-05,1.7471981e-06,0.002292949,2.4683933,97.52914
Alternaria,Alternaria,True,100.0,5.1730494e-22,1.9078104e-24,1.9300162e-27,2.5334671e-12,1.5409051e-34
Alternaria,Alternaria,True,100.0,1.7144579e-09,1.5028833e-08,2.2477974e-11,1.7322951e-07,7.8582497e-16
Powdery Mildew,Powdery Mildew,True,0.0027673542,4.014138e-05,0.00010464602,0.00919168,1.2900383,98.69787
Apple Scab,Apple Scab,True,8.635089e-11,99.991295,0.008681812,7.410947e-07,1.537415e-05,2.049021e-13
Healthy,Healthy,True,4.815808e-27,2.6891113e-23,3.2387327e-36,5.541168e-18,100.0,1.7788e-21
Apple Scab,Apple Scab,True,9.092106e-07,99.05277,0.021842532,0.9242953,0.0010898116,4.6276932e-10
Alternaria,Alternaria,True,100.0,3.4083448e-13,9.264373e-15,2.1384226e-10,5.694347e-08,9.131572e-22
Alternaria,Alternaria,True,100.0,8.306095e-12,5.6686443e-15,3.0838875e-19,2.4008806e-09,1.6457588e-24
Cedar Apple Rust,Cedar Apple Rust,True,6.192633e-09,0.00021479023,99.99979,2.078171e-07,1.515176e-08,2.2776835e-15
Powdery Mildew,Powdery Mildew,True,0.00027503597,7.1372037e-06,4.512872e-06,0.004234802,0.98250943,99.01296
Apple Scab,Apple Scab,True,6.530132e-07,60.717262,39.27803,0.0034325768,0.0012786007,2.8007523e-08
Healthy,Healthy,True,1.8106667e-12,3.49493e-11,1.983131e-21,1.5751332e-17,100.0,8.195533e-07
Apple Scab,Apple Scab,True,2.5250298e-11,99.80654,0.19344717,3.4847196e-06,1.5350499e-05,1.2353544e-14
Powdery Mildew,Powdery Mildew,True,1.3172204e-05,8.0563917e-10,1.5411442e-07,2.888439e-07,1.316066,98.68392
Fire Blight,Fire Blight,True,1.0693113e-05,0.00012975349,8.472562e-06,99.995026,0.004823206,2.5349223e-08
Healthy,Healthy,True,6.8001605e-21,4.5730694e-11,4.2931633e-20,1.2497826e-12,100.0,2.6501942e-08
Apple Scab,Apple Scab,True,5.275974e-08,99.99337,0.0052820444,0.0010019349,0.0003475109,9.143657e-10
Alternaria,Alternaria,True,99.999985,4.6272345e-13,3.653411e-14,4.4501786e-10,1.0249042e-05,8.823301e-18
Healthy,Healthy,True,1.6312002e-11,6.0444695e-15,6.118828e-21,1.0401566e-06,100.0,2.683878e-13
Apple Scab,Apple Scab,True,1.0862386e-14,99.99998,1.0103934e-05,1.0665979e-09,1.5611075e-05,1.31839e-16
Powdery Mildew,Powdery Mildew,True,0.00030148402,3.7466084e-06,6.9198727e-06,0.00086612336,0.60894275,99.389885
Apple Scab,Apple Scab,True,0.13068625,98.1875,0.95200586,0.6399744,0.08889042,0.0009413435
Cedar Apple Rust,Cedar Apple Rust,True,1.5165359e-06,0.17819811,99.81911,0.0025457933,0.00015896786,1.25460184e-08
Healthy,Healthy,True,1.7215243e-11,3.0787412e-10,1.609007e-19,1.2320494e-21,100.0,1.5589266e-07
Alternaria,Alternaria,True,100.0,6.7477916e-18,1.4127678e-20,3.1996599e-27,1.0732124e-12,2.0127442e-32
Powdery Mildew,Powdery Mildew,True,3.449135e-05,3.2562968e-06,2.5522954e-07,5.693472e-05,1.6711818,98.32872
Healthy,Healthy,True,1.4370606e-18,9.315413e-13,1.6798949e-26,1.2131324e-30,100.0,5.141115e-09
Healthy,Healthy,True,2.1564003e-05,2.0159867e-09,1.643345e-14,1.6416103e-13,99.99998,1.1099894e-06
Powdery Mildew,Powdery Mildew,True,0.00017219136,1.0012918e-05,2.1003075e-06,0.00418027,1.4883772,98.507256
Powdery Mildew,Powdery Mildew,True,1.0682546e-05,9.22105e-06,4.7824077e-08,6.075521e-06,5.6531863,94.34678
Healthy,Healthy,True,6.665468e-17,1.6182427e-16,7.7228963e-28,1.5889648e-33,100.0,7.096853e-14
Powdery Mildew,Powdery Mildew,True,5.844694e-05,4.2099023e-06,1.4150522e-06,5.115443e-05,0.5533282,99.44656
Fire Blight,Cedar Apple Rust,False,9.723345e-06,0.036398448,99.67415,0.28933352,0.00010718815,7.849811e-09
Healthy,Healthy,True,1.769522e-20,7.22475e-20,1.1181673e-27,3.672483e-11,100.0,2.0851053e-17
Apple Scab,Apple Scab,True,4.1931666e-12,99.995735,0.0042485213,9.348922e-06,5.4326842e-06,2.925725e-14
Healthy,Healthy,True,1.92644e-36,2.3219344e-26,0.0,3.0990308e-26,100.0,4.2538204e-23
Apple Scab,Apple Scab,True,3.6279643e-10,99.987854,0.011376047,9.519448e-05,0.00067036244,5.2972626e-11
Powdery Mildew,Powdery Mildew,True,3.289887e-05,1.6896992e-07,4.2262607e-07,3.6156747e-05,0.63516647,99.36476
Fire Blight,Fire Blight,True,0.0051628873,8.2636165e-05,0.004041004,99.98396,0.0067170113,2.1358355e-05
Cedar Apple Rust,Cedar Apple Rust,True,2.2704331e-05,0.15668659,99.84318,9.9267796e-05,1.31325805e-05,4.924754e-10
Healthy,Powdery Mildew,False,4.7417393e-07,9.051637e-07,1.8955328e-10,1.4644115e-05,41.370426,58.629566
Fire Blight,Fire Blight,True,2.8453818e-05,9.185877e-06,3.4113384e-06,99.95546,0.044495113,2.1685224e-07
Apple Scab,Apple Scab,True,5.81352e-14,99.99976,0.00023528948,3.055361e-08,2.904779e-07,1.3150211e-17
Alternaria,Alternaria,True,100.0,3.3406752e-13,5.7882683e-12,9.442845e-15,7.454759e-08,3.3091482e-18
Healthy,Healthy,True,2.4806617e-17,9.750806e-12,7.935875e-25,4.4067955e-26,100.0,3.2256413e-08
Fire Blight,Fire Blight,True,0.0022525147,0.0026279343,0.0065863314,99.75338,0.2315481,0.0036034097
Fire Blight,Fire Blight,True,0.0028739453,0.0297715,0.04965601,99.792816,0.12417248,0.00070111133
Apple Scab,Apple Scab,True,2.029706e-05,99.91127,0.044632867,0.0008939701,0.04317504,8.7282915e-06
Healthy,Healthy,True,1.3750104e-15,1.4110024e-11,1.6751661e-18,2.1090859e-08,100.0,4.762135e-12
Fire Blight,Fire Blight,True,0.0011817674,9.5634e-06,3.9947986e-07,99.96067,0.038136456,8.6843286e-08
Healthy,Healthy,True,2.4466102e-12,5.403009e-10,2.4846853e-18,8.336896e-25,100.0,3.7415383e-08
Powdery Mildew,Powdery Mildew,True,6.934213e-07,6.704455e-07,1.8973743e-09,1.262171e-07,3.2875412,96.712456
Fire Blight,Fire Blight,True,0.00797804,2.1756357e-07,9.496879e-07,99.97795,0.014066245,4.084792e-10
Powdery Mildew,Powdery Mildew,True,8.40497e-07,2.255744e-06,8.956182e-10,5.3153425e-08,11.669332,88.330666
Fire Blight,Fire Blight,True,0.000108110886,0.006126614,0.00048644733,99.96346,0.029813621,1.7753302e-06
Cedar Apple Rust,Cedar Apple Rust,True,9.0482314e-07,0.005259805,99.90527,0.089460894,6.652005e-06,7.985843e-11
Healthy,Healthy,True,0.0017132105,4.7596092e-08,2.4999064e-10,0.051408987,99.946754,0.00011576833
Apple Scab,Apple Scab,True,1.0222437e-12,99.99811,0.0018951735,1.4070018e-06,5.2334526e-06,1.5291218e-14
Fire Blight,Fire Blight,True,0.0013389844,0.021550348,0.012051549,99.88105,0.083675124,0.00033945806
Powdery Mildew,Powdery Mildew,True,2.0855275e-07,2.7202017e-07,3.6721598e-10,9.855107e-09,4.425503,95.5745
Apple Scab,Apple Scab,True,3.1119667e-05,99.932205,0.06747103,0.00019177841,0.00010415919,2.1781403e-10
Alternaria,Alternaria,True,100.0,7.277668e-12,1.5044857e-13,8.923742e-16,1.3782607e-08,1.7800702e-20
Fire Blight,Fire Blight,True,0.0005963455,1.601944e-06,1.5090254e-07,99.96988,0.029524654,8.75685e-09
Alternaria,Alternaria,True,100.0,6.160771e-15,9.1457795e-18,5.939122e-16,2.6386851e-07,6.096362e-23
Powdery Mildew,Powdery Mildew,True,1.4419061e-06,1.514448e-07,3.5453196e-09,1.2372358e-07,2.046964,97.95304
Healthy,Healthy,True,2.3020082e-06,3.6574715e-13,2.2678369e-17,3.8501358e-09,100.0,2.0897741e-07
Fire Blight,Fire Blight,True,0.0003606133,0.00011089821,4.8530062e-05,99.99167,0.007817875,2.695451e-07
Healthy,Healthy,True,3.0049112e-15,3.514257e-11,3.463004e-21,3.2461597e-15,99.99721,0.0027920376
Healthy,Healthy,True,2.2700135e-11,3.9260004e-09,1.9408004e-16,3.1313507e-14,97.21518,2.7848308
Fire Blight,Fire Blight,True,1.2768024e-05,8.82897e-07,3.549607e-07,99.99805,0.0019446441,8.1103124e-11
Powdery Mildew,Powdery Mildew,True,2.604062e-07,3.4012477e-09,1.3193208e-09,2.4929678e-08,0.36059377,99.63941
Cedar Apple Rust,Cedar Apple Rust,True,2.7715744e-08,0.008602871,99.99083,0.0005691964,3.4966722e-06,2.221004e-11
Apple Scab,Apple Scab,True,3.00316e-05,99.99944,0.00013924345,0.00013651639,0.0002632416,7.105926e-11
Fire Blight,Fire Blight,True,0.00022865449,0.00842562,0.0010214917,99.96125,0.029067986,1.2499736e-05
Apple Scab,Apple Scab,True,5.1818126e-11,99.99989,9.979705e-05,1.7836935e-06,2.4913275e-06,3.4205308e-14
Fire Blight,Fire Blight,True,7.1590166e-06,2.9838083e-07,3.6534124e-07,99.99928,0.0007109594,3.3905323e-11
Apple Scab,Apple Scab,True,2.570769e-06,99.94633,0.051534846,0.00031762262,0.0018157054,6.112342e-08
Powdery Mildew,Powdery Mildew,True,8.0296365e-07,1.2652012e-07,9.83503e-09,1.1192868e-07,0.6571467,99.34285
Alternaria,Alternaria,True,100.0,1.5393397e-15,4.827648e-14,5.913648e-22,1.9648738e-10,7.832897e-24
Fire Blight,Fire Blight,True,8.567e-05,8.636889e-06,5.2597057e-05,99.993385,0.006466403,8.183401e-07
Apple Scab,Apple Scab,True,4.588607e-05,84.26375,15.734922,0.00047280092,0.0008051079,7.3129134e-09
Cedar Apple Rust,Cedar Apple Rust,True,1.0145739e-05,0.041483793,99.94387,0.014485538,0.00015011408,4.1932953e-08
Powdery Mildew,Powdery Mildew,True,0.007076101,0.0010832115,0.0011671254,0.09025317,1.6039315,98.29649
Powdery Mildew,Powdery Mildew,True,0.00010205814,2.0884998e-05,2.0138128e-07,0.00035700286,9.327559,90.67196
Fire Blight,Fire Blight,True,0.0011412986,4.1489477,0.049263705,95.07073,0.7296621,0.00025175608
Powdery Mildew,Powdery Mildew,True,2.226882e-05,7.655152e-07,1.12125434e-07,1.0156553e-05,1.4108721,98.589096
Apple Scab,Apple Scab,True,2.8694376e-09,75.73105,24.268904,4.2048628e-06,5.3580665e-05,1.6628083e-12
Cedar Apple Rust,Cedar Apple Rust,True,1.2528934e-05,0.014000192,99.82669,0.15883785,0.00044765885,1.7744635e-07
Cedar Apple Rust,Cedar Apple Rust,True,0.0004550645,0.01539649,94.21593,5.7594,0.008797421,3.0160205e-05
Apple Scab,Apple Scab,True,4.533613e-07,54.854954,45.117638,0.02659224,0.0008091236,3.5190457e-09
Healthy,Healthy,True,4.449356e-10,6.7684496e-08,1.796886e-14,4.928255e-15,99.41047,0.58952945
Healthy,Healthy,True,2.815747e-15,4.9729634e-12,4.099199e-24,5.467824e-25,100.0,1.0194341e-08
Cedar Apple Rust,Cedar Apple Rust,True,2.5538923e-06,0.0045281737,99.92093,0.074496016,5.090963e-05,4.7304245e-09
Powdery Mildew,Powdery Mildew,True,3.590406e-06,3.825651e-06,1.03202815e-08,4.1532057e-05,6.0646725,93.93527
Healthy,Healthy,True,2.6252234e-17,6.231428e-12,1.8259468e-24,6.61044e-33,100.0,2.8071304e-11
Powdery Mildew,Powdery Mildew,True,1.3109666e-05,7.7289553e-07,8.481245e-08,1.7194396e-05,1.1368028,98.86317
Healthy,Powdery Mildew,False,0.016720675,0.00027908257,0.00012813255,1.0418202,37.807972,61.13309
Powdery Mildew,Powdery Mildew,True,0.0004968273,7.22497e-06,6.746935e-06,0.014387979,2.2434096,97.741684
Healthy,Healthy,True,1.4660597e-16,1.721641e-20,1.9980493e-31,5.6329546e-20,100.0,3.5163532e-11
Alternaria,Alternaria,True,100.0,3.9692828e-14,2.727897e-16,1.6552395e-18,7.4916954e-07,2.5661774e-20
Alternaria,Alternaria,True,100.0,1.4229737e-13,1.854088e-14,1.7846387e-13,6.873307e-08,4.072102e-21
Healthy,Healthy,True,2.4990094e-09,1.37960095e-11,1.3002161e-16,0.00031116715,99.99969,1.4198456e-10
Cedar Apple Rust,Cedar Apple Rust,True,2.0971418e-06,0.12335701,99.871895,0.004641211,0.000100828984,1.9449459e-08
Fire Blight,Fire Blight,True,0.0021261969,7.77104e-05,0.5445904,98.50658,0.94007236,0.0065579736
Cedar Apple Rust,Cedar Apple Rust,True,2.8930398e-08,0.005267809,99.994255,0.00047371135,4.6523132e-06,5.6276206e-11
Powdery Mildew,Powdery Mildew,True,1.0345491e-05,3.1845485e-07,2.0747721e-07,6.8983554e-06,0.3767886,99.623184
Alternaria,Alternaria,True,99.99936,3.197054e-11,4.0948037e-13,8.325545e-06,0.00062904775,3.2693304e-16
Powdery Mildew,Powdery Mildew,True,9.981169e-06,6.219495e-07,4.0882063e-07,5.038634e-06,0.37719154,99.622795
Fire Blight,Fire Blight,True,0.005400527,0.63525313,0.014991037,99.11931,0.22318855,0.0018451896
Fire Blight,Fire Blight,True,0.00042840734,0.16576976,0.00023377404,99.74835,0.08521849,1.4580553e-06
Healthy,Healthy,True,7.94844e-12,9.207554e-09,1.2843846e-18,9.963748e-22,100.0,4.6283237e-08
Powdery Mildew,Powdery Mildew,True,3.3781667e-05,7.7511214e-07,5.9670697e-07,5.1344825e-05,0.44695157,99.55297
Healthy,Healthy,True,8.7982784e-13,1.5010438e-07,7.9205376e-17,8.7521594e-11,99.99993,6.747407e-05
Powdery Mildew,Powdery Mildew,True,6.802857e-07,8.9923697e-07,1.3516439e-09,3.7693603e-08,6.399013,93.60098
Apple Scab,Apple Scab,True,1.3348384e-09,99.99975,0.00024240717,3.7815557e-08,2.476372e-06,2.0538104e-14
Healthy,Healthy,True,4.782657e-25,3.316888e-15,7.5422804e-25,5.285151e-14,100.0,2.6106346e-12
Healthy,Healthy,True,5.830589e-22,7.6441466e-19,4.4224713e-27,1.967283e-12,100.0,5.606833e-16
Apple Scab,Apple Scab,True,1.2128996e-07,99.98993,0.009809447,3.4167955e-05,0.00022587269,3.7086043e-10
Apple Scab,Cedar Apple Rust,False,1.0237765e-08,14.049311,85.95067,6.4306654e-08,1.723925e-05,4.1620329e-13
Cedar Apple Rust,Cedar Apple Rust,True,1.026767e-06,0.004335723,99.99566,5.5864016e-06,2.424784e-06,9.20797e-11
Powdery Mildew,Powdery Mildew,True,3.1893924e-07,5.9007277e-08,5.250964e-10,2.422365e-08,1.681799,98.3182
Apple Scab,Apple Scab,True,5.2603305e-08,99.549805,0.44982886,1.8649971e-05,0.0003456547,7.159235e-10
Apple Scab,Apple Scab,True,1.6083001e-13,99.94128,0.05872527,3.531581e-09,1.2338268e-07,2.2736581e-17
Fire Blight,Fire Blight,True,0.00082750403,0.0017735616,0.00018096418,99.95442,0.042785946,1.186461e-05
Apple Scab,Apple Scab,True,2.819315e-09,99.97526,0.02473052,2.9463865e-07,6.5972577e-06,2.4750249e-13
Powdery Mildew,Powdery Mildew,True,0.0016026874,7.675787e-05,0.000103342,0.0045166723,1.0089583,98.98473
Powdery Mildew,Powdery Mildew,True,5.371822e-10,3.09664e-09,4.943367e-14,3.3382803e-09,29.03594,70.96406
Fire Blight,Fire Blight,True,8.550726e-06,2.4286032e-07,1.8260205e-07,99.990395,0.009596038,2.5357352e-10
Cedar Apple Rust,Cedar Apple Rust,True,1.3485368e-09,0.012616266,99.98734,3.6382593e-05,1.3005805e-06,1.2583686e-12
Healthy,Healthy,True,8.103628e-13,1.1834611e-10,7.7854e-20,1.4977196e-25,100.0,9.329018e-09
Healthy,Healthy,True,2.9904752e-13,1.7303288e-09,8.913561e-18,2.1090224e-26,100.0,1.2280346e-07
Powdery Mildew,Powdery Mildew,True,0.0031235937,0.000234046,0.0001313658,0.09590195,1.7434491,98.15716
Alternaria,Alternaria,True,100.0,7.193394e-14,1.6573831e-16,2.8716175e-11,5.3288304e-06,4.6291964e-20
Powdery Mildew,Powdery Mildew,True,0.00022137602,6.0778425e-06,4.9856226e-06,0.0006516042,0.6551041,99.34401
Cedar Apple Rust,Cedar Apple Rust,True,1.7182806e-07,0.0022545618,99.99756,0.00019359993,4.0411924e-06,2.4890034e-10
Powdery Mildew,Powdery Mildew,True,0.00011761189,1.6239667e-06,1.9667734e-06,8.370417e-05,0.98642874,99.01337
Fire Blight,Fire Blight,True,0.00097310485,0.02608132,0.0037938375,98.216034,1.7397696,0.013352398
Powdery Mildew,Powdery Mildew,True,1.276271e-07,3.9449523e-07,2.1329084e-11,1.3490164e-07,34.09091,65.90909
Healthy,Healthy,True,4.795332e-19,1.3155738e-13,5.4806164e-28,2.450504e-28,100.0,4.650579e-08
Healthy,Healthy,True,5.7459486e-17,2.2888668e-12,2.0379233e-24,7.608918e-33,100.0,3.262346e-11
Fire Blight,Fire Blight,True,0.00029517195,0.0002012441,0.015079144,99.97646,0.007959074,2.9377868e-06
Powdery Mildew,Powdery Mildew,True,1.5414855e-05,4.7277769e-07,8.039013e-07,9.494182e-06,0.44202566,99.557945
Cedar Apple Rust,Cedar Apple Rust,True,8.633047e-09,0.00021605533,99.99979,7.192993e-07,4.394756e-08,3.7808095e-14
Apple Scab,Apple Scab,True,1.10535345e-10,99.99707,0.0027586422,0.00014756748,3.3090735e-05,1.8129463e-12
Alternaria,Alternaria,True,100.0,1.3415525e-12,3.680726e-17,2.0664703e-12,1.2135284e-07,4.0303656e-26
Powdery Mildew,Powdery Mildew,True,0.011035239,0.00027756955,6.8367975e-05,0.23360862,15.308688,84.44631
Powdery Mildew,Powdery Mildew,True,0.0032701748,5.4828404e-05,8.7443084e-05,0.08357525,1.5335579,98.37945
Healthy,Healthy,True,4.6392333e-29,3.5691708e-24,5.153735e-34,1.8388206e-18,100.0,2.4436644e-18
Healthy,Healthy,True,3.834857e-11,9.4310275e-09,4.832708e-16,3.404738e-09,99.98623,0.013763626
Healthy,Healthy,True,9.242943e-23,1.960952e-12,8.104452e-23,6.1065877e-13,100.0,1.4754617e-10
Cedar Apple Rust,Cedar Apple Rust,True,2.0717623e-06,0.016397998,99.96936,0.014156179,7.839002e-05,1.7931951e-08
Powdery Mildew,Powdery Mildew,True,9.203078e-09,7.083291e-10,1.6433858e-11,4.858076e-10,0.5441917,99.45581
Healthy,Healthy,True,0.0008935398,0.5841581,0.0012263381,3.164039e-07,98.719315,0.69440824
Cedar Apple Rust,Cedar Apple Rust,True,4.6304132e-05,0.005719172,99.99367,0.0004890861,7.085481e-05,2.6716057e-08
Alternaria,Alternaria,True,99.999985,1.8353775e-09,4.5544675e-07,1.4878364e-14,7.2661906e-06,4.5256195e-12
Fire Blight,Fire Blight,True,1.9083376e-05,3.4363344e-05,3.5236368e-07,99.942375,0.057576295,1.34274e-08
Powdery Mildew,Powdery Mildew,True,0.000841341,1.8680174e-05,3.1082964e-05,0.0026405144,0.9266661,99.06979
Healthy,Healthy,True,3.0032372e-18,5.8329395e-17,1.6207192e-32,1.160717e-25,100.0,9.0925345e-15
Fire Blight,Fire Blight,True,0.0050147446,0.00094012613,0.0015939553,99.92146,0.07008145,0.0009108947
Cedar Apple Rust,Cedar Apple Rust,True,1.6599629e-06,0.13222949,99.848434,0.019126749,0.00021776331,1.42681404e-08
Alternaria,Alternaria,True,100.0,3.0624356e-18,6.6234616e-19,9.030006e-22,6.719243e-10,2.3495746e-25
Powdery Mildew,Powdery Mildew,True,0.04493338,0.0012436989,0.0023438954,4.0621033,4.111383,91.777985
Alternaria,Alternaria,True,100.0,3.778698e-14,8.894956e-16,6.4289914e-19,2.8081437e-10,1.0329505e-24
Alternaria,Alternaria,True,100.0,3.905945e-12,5.72194e-14,1.0598847e-18,8.964483e-08,2.400844e-20
Cedar Apple Rust,Cedar Apple Rust,True,2.213207e-06,0.23110518,99.73291,0.03576167,0.0002233309,8.675354e-09
Powdery Mildew,Powdery Mildew,True,1.0062381e-05,3.385107e-06,1.05012575e-07,3.5902556e-06,1.3973194,98.60266
Fire Blight,Fire Blight,True,9.534171e-05,0.0015139757,0.0001835817,99.971596,0.026609939,4.4303374e-06
Cedar Apple Rust,Cedar Apple Rust,True,2.2789342e-05,4.421643,95.5396,0.038605683,0.00012981714,5.8399436e-09
Apple Scab,Apple Scab,True,1.8120178e-05,81.576866,0.010493714,18.379328,0.033285815,1.0064135e-07
Alternaria,Alternaria,True,100.0,3.690162e-12,6.031859e-11,8.7738306e-10,9.219275e-09,6.783585e-19
Apple Scab,Apple Scab,True,1.441022e-06,99.849846,0.14978325,0.00019999231,0.00016448095,9.175557e-10
Powdery Mildew,Powdery Mildew,True,0.000316371,8.477592e-05,9.9187555e-06,0.0044764825,1.6920321,98.30308
Powdery Mildew,Powdery Mildew,True,0.00096601626,5.38077e-05,4.5675326e-05,0.008773975,0.8938971,99.09626
Fire Blight,Fire Blight,True,2.4917532e-05,3.3361755e-07,0.00011148938,99.99919,0.00067908963,7.936087e-09
Alternaria,Alternaria,True,100.0,9.2801844e-15,9.0178277e-13,2.3628642e-21,1.04690985e-10,2.5166255e-23
Powdery Mildew,Powdery Mildew,True,0.00018486271,4.0096013e-05,1.4190415e-06,0.010478296,3.7554145,96.23389
Alternaria,Alternaria,True,100.0,3.178751e-17,8.3183366e-19,2.688539e-14,6.309515e-08,2.6409334e-24
Fire Blight,Fire Blight,True,6.3113715e-05,0.0019752458,0.0012174987,99.99436,0.0023790912,4.1964302e-08
Fire Blight,Fire Blight,True,0.00010833242,0.00016188934,0.012654875,99.98313,0.0039382842,5.423612e-07
Powdery Mildew,Powdery Mildew,True,2.7134174e-05,1.109948e-06,1.9294075e-07,1.2829046e-06,1.5930828,98.40689
Healthy,Healthy,True,1.1404373e-22,8.969887e-23,2.134458e-39,4.9156326e-32,100.0,4.0383295e-15
Apple Scab,Apple Scab,True,3.2254995e-06,99.54811,0.4272692,0.021739863,0.0028729108,3.8740964e-08
Apple Scab,Apple Scab,True,1.7759602e-12,99.9996,0.00038790173,2.1266166e-12,1.10279625e-05,5.09784e-16
Cedar Apple Rust,Cedar Apple Rust,True,1.0755946e-07,0.0012955049,99.9987,1.1912773e-06,7.0130625e-07,1.826395e-11
Cedar Apple Rust,Cedar Apple Rust,True,1.870897e-05,0.14448807,99.85473,0.0006941266,7.984858e-05,2.5139766e-08
Cedar Apple Rust,Cedar Apple Rust,True,4.929839e-06,16.03555,83.96372,0.00022112865,0.0005034408,1.6999625e-08
Fire Blight,Fire Blight,True,0.0020154116,0.0012217888,0.0002474547,99.934715,0.061762262,4.2027255e-05
Healthy,Healthy,True,8.282288e-23,3.501327e-23,7.695917e-38,2.42756e-28,100.0,2.3331974e-11
Apple Scab,Apple Scab,True,1.8424284e-06,99.79582,0.20313127,0.00021495107,0.000833107,1.0259109e-08
Healthy,Healthy,True,1.3648406e-09,1.7836706e-08,2.636275e-12,1.302119e-05,99.98554,0.014446715
Healthy,Healthy,True,1.0597991e-12,2.742465e-14,4.532683e-21,3.066951e-09,100.0,6.709408e-10
Apple Scab,Fire Blight,False,0.00028694439,10.962072,4.0998383,84.927055,0.010737934,1.8368792e-07
Fire Blight,Fire Blight,True,0.000119146396,0.0017871544,0.0002403596,99.97327,0.024586089,3.8542403e-06
Healthy,Healthy,True,1.8719189e-29,1.0194585e-21,2.125182e-34,8.17449e-18,100.0,2.2687336e-20
Powdery Mildew,Powdery Mildew,True,9.167181e-05,1.0661243e-05,2.8626928e-07,0.00020720735,5.162188,94.8375
Fire Blight,Fire Blight,True,0.001290061,4.765528e-05,9.4966825e-05,99.928696,0.06986107,1.1555047e-05
Fire Blight,Fire Blight,True,0.0042837923,0.004515065,0.0019332076,99.792564,0.19572394,0.0009770138
Apple Scab,Apple Scab,True,4.1640048e-13,99.97691,0.023090577,1.5614537e-06,7.2699294e-07,2.950634e-16
Fire Blight,Fire Blight,True,0.00059084286,0.0007316211,0.00088246906,99.907776,0.089698635,0.00031695288
Healthy,Healthy,True,3.617992e-13,8.637182e-17,3.3689356e-26,1.760825e-17,100.0,3.8197565e-10
Powdery Mildew,Powdery Mildew,True,2.7199528e-07,5.1628963e-09,1.1674819e-09,9.113772e-09,1.9411849,98.058815
Fire Blight,Fire Blight,True,2.730701e-05,1.1290738e-05,2.7592372e-07,99.77723,0.22273502,4.7108472e-08
Alternaria,Alternaria,True,100.0,1.6657906e-09,9.8989435e-11,3.683065e-13,3.0717352e-08,5.1641454e-19
Fire Blight,Fire Blight,True,0.006848186,0.00018102769,0.07030301,99.91153,0.01101855,0.00011557322
Powdery Mildew,Powdery Mildew,True,0.002138023,6.482862e-05,5.895276e-05,0.0639258,1.5128533,98.420944
Alternaria,Alternaria,True,100.0,1.3034752e-20,4.8376914e-23,1.685898e-25,7.932961e-12,1.508322e-31
Powdery Mildew,Powdery Mildew,True,3.3677204e-06,1.1337541e-07,3.4541824e-08,2.2046697e-06,0.37570286,99.6243
Powdery Mildew,Powdery Mildew,True,0.0004555466,6.965686e-06,8.143556e-06,0.0013908559,0.9415913,99.05654
Healthy,Healthy,True,2.8619343e-10,6.560586e-10,9.595767e-16,1.4252552e-09,97.91534,2.0846546
Cedar Apple Rust,Cedar Apple Rust,True,4.930015e-10,0.00042060215,99.99958,1.2752095e-09,5.3220246e-09,5.219785e-16
Alternaria,Alternaria,True,100.0,1.3460153e-15,4.1147037e-19,1.7110436e-17,2.5349175e-08,2.9115932e-25
Cedar Apple Rust,Cedar Apple Rust,True,6.892139e-08,0.001308093,99.998566,0.00012675999,2.889813e-07,3.0705486e-12
Apple Scab,Apple Scab,True,6.192823e-05,87.16549,12.828,0.005297594,0.0011544494,5.067855e-08
Apple Scab,Apple Scab,True,2.0530282e-05,99.99553,0.004366069,1.8858342e-05,5.596208e-05,1.6400369e-11
Healthy,Healthy,True,1.9062724e-12,6.2603025e-09,8.122214e-16,9.164937e-06,99.999985,9.444057e-10
Fire Blight,Fire Blight,True,0.0040984023,0.002507268,0.0006540051,99.9006,0.09210597,4.2114883e-05
Fire Blight,Fire Blight,True,0.00010535742,9.674127e-07,2.0738691e-05,99.88647,0.11341671,3.0926617e-07
Apple Scab,Apple Scab,True,2.9845605e-08,99.87128,0.12845764,4.5064942e-05,0.00021487843,7.985106e-11
Healthy,Healthy,True,2.778082e-17,1.7779271e-11,8.056639e-24,1.8192787e-32,100.0,1.2656064e-10
Fire Blight,Fire Blight,True,0.002467413,0.9521869,10.486565,88.43531,0.123340115,0.000127145
Apple Scab,Apple Scab,True,0.00052218686,86.5231,13.451886,0.01181848,0.012666688,3.8396533e-06
Alternaria,Alternaria,True,100.0,1.378828e-09,5.5356306e-11,1.6222849e-16,4.907163e-06,1.0564431e-15
Cedar Apple Rust,Cedar Apple Rust,True,4.075355e-10,6.8924627,93.107506,1.8985458e-05,1.2458807e-05,4.8735923e-13
Alternaria,Alternaria,True,99.99881,8.186082e-06,3.694451e-05,0.00015349234,0.000985712,2.5204014e-07
