Actual_Disease,Predicted_Disease,Correct,Prob_Alternaria_%,Prob_Apple Scab_%,Prob_Cedar Apple Rust_%,Prob_Fire Blight_%,Prob_Healthy_%,Prob_Powdery Mildew_%
Fire Blight,Fire Blight,True,0.0012486841,1.2169331e-06,4.8200847e-05,99.99345,0.00526411,1.5022106e-06
Cedar Apple Rust,Cedar Apple Rust,True,6.3552375e-07,0.035537522,99.96421,0.00022731457,2.640835e-05,5.7674697e-07
Cedar Apple Rust,Cedar Apple Rust,True,2.9692342e-09,0.004244249,99.99574,1.1952426e-05,3.912835e-07,3.2081078e-09
Powdery Mildew,Powdery Mildew,True,1.8027247e-08,6.7668084e-09,2.142272e-11,3.8921493e-09,1.7879492,98.21204
Healthy,Healthy,True,1.4194514e-18,1.265415e-15,7.957685e-29,4.752675e-37,100.0,1.3693484e-09
Cedar Apple Rust,Cedar Apple Rust,True,1.2055318e-07,0.001730148,99.99822,4.205569e-05,4.2590914e-06,6.333481e-08
Alternaria,Alternaria,True,100.0,2.3127273e-15,8.393063e-16,9.686153e-23,5.981011e-09,2.4814244e-20
Apple Scab,Apple Scab,True,2.91293e-14,99.99881,0.0011945214,6.0755095e-16,5.1456865e-08,2.1682823e-16
Alternaria,Alternaria,True,100.0,1.8123246e-09,9.682712e-09,1.7198883e-09,2.052798e-06,4.612874e-12
Powdery Mildew,Powdery Mildew,True,4.7086495e-08,1.6063217e-07,1.19905375e-08,5.3515424e-07,0.68806124,99.311935
Alternaria,Alternaria,True,100.0,5.1100677e-16,4.3027474e-16,7.727719e-23,1.8254461e-08,9.110043e-20
Powdery Mildew,Powdery Mildew,True,7.8402644e-07,1.4347119e-06,1.10646184e-07,1.0158608e-05,0.8078565,99.19213
Healthy,Healthy,True,7.908871e-06,6.6065213e-06,2.8769961e-10,1.8097863e-08,98.13073,1.8692527
Alternaria,Alternaria,True,100.0,1.0629414e-11,1.3890572e-12,2.826668e-17,1.4947233e-06,1.1235188e-15
Cedar Apple Rust,Cedar Apple Rust,True,7.394315e-08,0.00541537,99.90672,0.0878099,4.906059e-05,1.6818498e-07
Healthy,Healthy,True,3.5611613e-08,6.429397e-11,1.2700289e-14,1.1244439e-09,99.91037,0.089622855
Cedar Apple Rust,Cedar Apple Rust,True,2.0330111e-08,0.009836591,99.989975,0.00018277823,3.0153114e-06,3.808502e-08
Apple Scab,Apple Scab,True,1.212943e-07,89.36919,10.63028,0.0005080536,2.5473073e-05,1.9690074e-07
Cedar Apple Rust,Cedar Apple Rust,True,2.8324575e-07,0.14438193,99.85326,0.00232889,3.055006e-05,5.6999795e-07
Cedar Apple Rust,Cedar Apple Rust,True,3.0761906e-09,0.103510685,99.89575,0.000722783,7.854501e-06,4.755493e-08
Fire Blight,Fire Blight,True,6.842418e-06,4.308281e-05,5.9344603e-07,99.97672,0.0232173,9.034071e-07
Fire Blight,Fire Blight,True,0.005309724,0.015941018,0.06691402,99.82811,0.074843235,0.008881893
Alternaria,Alternaria,True,100.0,2.0682093e-12,3.3699074e-14,3.0162792e-11,2.0125212e-06,7.663486e-16
Powdery Mildew,Powdery Mildew,True,2.3012842e-07,2.7620376e-06,3.4912049e-09,2.2099462e-08,11.78324,88.21677
Apple Scab,Apple Scab,True,2.730249e-12,99.99996,3.3507895e-05,1.9693997e-12,3.976926e-07,2.2000777e-15
Alternaria,Alternaria,True,100.0,1.2063368e-12,2.7103415e-12,6.737445e-20,1.024173e-06,2.9416268e-16
Alternaria,Alternaria,True,99.999954,3.6973464e-08,1.9206576e-09,3.2046909e-12,5.0241044e-05,9.414302e-11
Alternaria,Alternaria,True,94.98332,0.00028928724,0.00159437,4.967315,0.047317605,0.00016058491
Fire Blight,Fire Blight,True,4.6879326e-05,0.00011089148,0.023382133,99.734085,0.24122095,0.0011453814
Alternaria,Alternaria,True,100.0,4.220249e-16,4.422219e-19,1.2165986e-23,1.136637e-07,1.8868028e-21
Alternaria,Alternaria,True,100.0,4.1091147e-14,7.206244e-15,8.8170234e-15,1.8703624e-07,5.989148e-17
Healthy,Healthy,True,1.17321555e-20,3.0437809e-16,4.9195318e-18,1.9599677e-09,100.0,3.0375438e-10
Powdery Mildew,Powdery Mildew,True,9.320055e-07,6.066145e-07,1.7875479e-08,1.2143616e-06,3.9283698,96.07163
Alternaria,Alternaria,True,99.999954,3.785683e-12,9.748998e-12,5.4995603e-08,4.284221e-05,9.521051e-13
Healthy,Healthy,True,1.1295698e-22,1.7427192e-13,4.100593e-23,2.5097332e-15,100.0,4.3165736e-12
Powdery Mildew,Powdery Mildew,True,3.8576363e-05,1.016177e-05,8.965296e-07,0.0035844587,1.0677904,98.92857
Alternaria,Alternaria,True,99.955864,1.7217438e-06,1.4741772e-05,0.0364561,0.0076603154,5.9845524e-06
Fire Blight,Fire Blight,True,4.966836e-06,9.2820865e-06,0.0031221104,99.99582,0.0010491475,8.861565e-08
Alternaria,Alternaria,True,99.98386,3.5024237e-05,7.326431e-05,2.1475579e-08,0.016008366,2.8445516e-05
Alternaria,Alternaria,True,99.999954,1.4363177e-06,6.6763e-11,6.402315e-18,4.7664027e-05,3.112247e-13
Cedar Apple Rust,Cedar Apple Rust,True,5.637283e-09,0.011858774,99.98813,1.7844988e-05,5.883e-07,6.1231935e-09
Fire Blight,Fire Blight,True,3.098e-06,2.0446362e-06,0.00014756108,99.98709,0.0127560925,2.0330515e-06
Alternaria,Alternaria,True,99.99195,3.265375e-08,8.13652e-06,0.005607034,0.00243658,2.658016e-07
Powdery Mildew,Powdery Mildew,True,2.6685512e-07,1.9740453e-07,8.944628e-09,6.834625e-07,0.7672704,99.23273
Healthy,Healthy,True,5.501524e-19,9.656695e-18,5.675482e-29,9.220392e-25,99.999954,4.225409e-05
Alternaria,Alternaria,True,100.0,1.5799166e-18,5.9299575e-22,5.4645417e-28,2.9974652e-09,5.6487347e-25
Cedar Apple Rust,Cedar Apple Rust,True,2.359744e-07,0.0031462733,99.99686,2.6856362e-06,1.7080484e-06,1.1027348e-08
Apple Scab,Apple Scab,True,7.684435e-10,84.68288,15.3162365,0.0008757716,5.8257074e-06,2.0407661e-08
Healthy,Healthy,True,4.3276245e-14,1.7401248e-17,2.8863575e-25,1.6823579e-18,100.0,7.706686e-08
Healthy,Healthy,True,1.2824684e-21,2.1221854e-18,3.6395782e-25,2.4300312e-15,100.0,1.8582234e-10
Cedar Apple Rust,Cedar Apple Rust,True,0.00076345523,0.72559756,93.86779,5.3999,0.0051004183,0.00084024214
Cedar Apple Rust,Cedar Apple Rust,True,5.2578666e-06,0.09374124,99.905106,0.0010650243,8.3598825e-05,3.2560024e-06
Powdery Mildew,Powdery Mildew,True,2.9606992e-08,8.09054e-08,1.0126108e-09,5.2298756e-08,1.118421,98.88158
Powdery Mildew,Powdery Mildew,True,1.1846365e-06,1.1273652e-06,4.321389e-08,3.579489e-05,2.5075402,97.492424
Fire Blight,Fire Blight,True,7.091623e-06,2.6384923e-06,0.00020437692,99.563675,0.43525606,0.0008577437
Fire Blight,Fire Blight,True,0.007181606,0.0018168752,0.16483343,99.81186,0.013271991,0.0010441708
Fire Blight,Fire Blight,True,3.1072598e-06,0.0007755126,0.0006729127,99.997154,0.0014021456,1.501315e-06
Fire Blight,Fire Blight,True,3.2720756e-05,0.023591325,0.005438511,99.93552,0.035151076,0.0002707112
Powdery Mildew,Powdery Mildew,True,1.5552523e-06,6.64833e-07,4.508309e-08,1.970409e-05,0.5066879,99.493286
Powdery Mildew,Powdery Mildew,True,0.00027991584,8.206622e-06,2.0881441e-06,0.07811815,2.4406621,97.48093
Alternaria,Alternaria,True,99.999985,1.930645e-09,3.4794969e-12,2.5594259e-17,1.1480267e-05,3.646088e-14
Cedar Apple Rust,Cedar Apple Rust,True,5.908801e-06,0.011796805,99.96717,0.020951148,7.570258e-05,2.174763e-06
Powdery Mildew,Powdery Mildew,True,2.5941918e-07,1.1661021e-07,8.009592e-11,5.5423607e-07,13.33349,86.666504
Alternaria,Alternaria,True,99.99998,6.2063736e-09,2.562248e-10,1.2224054e-13,2.8742093e-05,9.063163e-12
Powdery Mildew,Powdery Mildew,True,5.1914824e-09,8.094444e-09,2.3166972e-12,5.447238e-10,12.410785,87.58921
Powdery Mildew,Powdery Mildew,True,4.1778234e-09,4.243957e-08,1.5445627e-11,4.6156148e-10,10.539765,89.46023
Fire Blight,Fire Blight,True,0.009515402,5.163699e-07,2.7807786e-05,99.97797,0.012481081,1.5004825e-05
Healthy,Healthy,True,9.8021715e-08,0.00024365124,2.1802334e-08,0.00047191555,99.9734,0.025887191
Healthy,Healthy,True,1.13565945e-11,1.8753996e-14,5.6137533e-21,1.0055704e-19,100.0,2.087385e-06
Fire Blight,Fire Blight,True,0.0055129654,0.00033838447,0.0108664185,99.52776,0.371278,0.08424676
Healthy,Healthy,True,3.4073725e-19,7.866121e-20,7.227289e-34,2.29112e-40,100.0,2.837921e-13
Apple Scab,Apple Scab,True,1.7725934e-08,99.97788,0.022012936,3.02455e-05,7.2403665e-05,1.2716741e-08
Fire Blight,Fire Blight,True,1.1040066e-06,1.2017613e-07,8.540904e-07,99.99739,0.002603172,6.6030776e-09
Powdery Mildew,Powdery Mildew,True,3.9900893e-08,1.18102896e-07,3.739084e-10,1.3342871e-07,3.5021186,96.49788
Healthy,Healthy,True,1.4337452e-14,3.344014e-14,5.0247377e-26,1.57777e-36,100.0,1.6469095e-11
Cedar Apple Rust,Cedar Apple Rust,True,1.12205225e-05,14.530943,85.468575,0.00023274831,0.00023037658,3.0762972e-06
Powdery Mildew,Powdery Mildew,True,2.6744848e-07,3.7127293e-07,8.3510315e-10,5.488042e-07,7.2469063,92.75309
Powdery Mildew,Powdery Mildew,True,1.91578e-05,3.142531e-05,3.6661907e-06,0.0044886973,1.7310646,98.26439
Alternaria,Alternaria,True,100.0,1.7296907e-14,6.095925e-14,1.393309e-18,7.09226e-08,1.21515975e-17
Alternaria,Alternaria,True,100.0,3.4540608e-15,3.3424784e-17,2.81849e-21,5.6824745e-09,2.200157e-20
Apple Scab,Apple Scab,True,3.5037034e-10,99.80644,0.19351488,2.9662036e-05,1.0565215e-05,2.0634732e-09
Cedar Apple Rust,Cedar Apple Rust,True,3.864752e-08,0.068579525,99.93142,6.783421e-08,3.9577117e-06,5.6239263e-10
Apple Scab,Apple Scab,True,9.75367e-07,99.90042,0.09929877,0.00014078236,0.000135292,1.0533205e-06
Powdery Mildew,Powdery Mildew,True,8.3584766e-08,2.3707477e-08,3.49783e-11,8.960972e-09,2.354328,97.645676
Cedar Apple Rust,Cedar Apple Rust,True,1.03937445e-07,0.06183709,99.88675,0.05133084,7.895333e-05,5.076806e-07
Alternaria,Alternaria,True,99.99998,1.8801809e-10,7.092218e-08,5.1961815e-17,1.9952555e-05,8.00146e-13
Fire Blight,Fire Blight,True,0.01085275,0.00016176072,0.0017596065,99.16056,0.6504876,0.1761704
Fire Blight,Fire Blight,True,0.00023212333,0.0153885605,0.07867593,98.6338,1.1923319,0.079586945
Cedar Apple Rust,Cedar Apple Rust,True,1.1361935e-07,0.3374624,99.66228,0.00022076422,3.665737e-05,1.0742235e-07
Healthy,Healthy,True,3.749149e-10,2.9197027e-09,2.1329573e-16,2.5293748e-25,99.999985,9.812832e-06
Healthy,Healthy,True,8.203472e-09,5.7990274e-10,1.1366805e-11,0.00013393353,99.989914,0.009955515
Apple Scab,Apple Scab,True,1.15947816e-11,99.99816,0.0017479875,8.307874e-05,1.4805654e-06,9.1378675e-11
Fire Blight,Fire Blight,True,0.002094259,14.184007,0.026430838,85.76551,0.021339612,0.00061673357
Apple Scab,Apple Scab,True,2.0555189e-09,99.889305,0.110581554,0.00010365438,5.2149608e-06,9.225949e-09
Alternaria,Alternaria,True,100.0,2.7158148e-13,1.0438341e-12,1.7657119e-13,2.2356473e-06,7.177356e-15
Cedar Apple Rust,Cedar Apple Rust,True,5.662551e-07,0.40143934,99.59836,0.00016592388,3.9615294e-05,8.362055e-07
Powdery Mildew,Powdery Mildew,True,1.0695426e-06,1.439495e-07,1.7561383e-09,2.5610984e-06,3.9888208,96.01118
Apple Scab,Apple Scab,True,1.1444425e-06,99.942184,0.0044218907,0.05322261,0.00018037106,1.5382474e-07
Healthy,Healthy,True,1.2977021e-16,1.7788247e-15,5.817732e-26,1.7775547e-24,99.99994,5.6347137e-05
Fire Blight,Fire Blight,True,0.01714264,1.5054802e-05,0.0019760048,99.90017,0.07732783,0.0033648543
Fire Blight,Fire Blight,True,0.002364311,8.254495e-06,5.3270964e-05,99.99125,0.0063148183,5.673669e-06
Fire Blight,Fire Blight,True,0.104046635,0.095237926,0.23992735,97.93242,0.48236513,1.1459979
Fire Blight,Fire Blight,True,2.1807406e-05,0.0001994702,0.01582827,99.97609,0.007843202,1.8867753e-05
Healthy,Healthy,True,9.056602e-15,3.1871912e-16,1.2436712e-27,7.108549e-38,100.0,3.067588e-13
Fire Blight,Fire Blight,True,6.5531026e-07,6.163092e-08,0.00011547862,99.98181,0.018076915,1.0772284e-06
Cedar Apple Rust,Cedar Apple Rust,True,7.1972136e-07,0.025396777,99.97453,5.929183e-05,1.6386422e-05,2.3465394e-07
Alternaria,Alternaria,True,100.0,5.406547e-13,1.076705e-14,3.2883132e-16,3.2199403e-06,6.9815717e-16
Healthy,Healthy,True,2.4050946e-15,2.212032e-12,3.1710005e-24,4.7636156e-31,100.0,7.306974e-08
Alternaria,Alternaria,True,100.0,5.1547364e-12,2.1825375e-11,1.7105088e-09,1.3695333e-06,3.243591e-14
Alternaria,Alternaria,True,100.0,2.2067742e-18,1.2905815e-20,7.479212e-27,1.3919874e-09,1.1082243e-23
Powdery Mildew,Powdery Mildew,True,9.793694e-07,1.8279647e-07,4.4087884e-09,2.3698988e-06,2.8374255,97.16258
Healthy,Healthy,True,2.2097495e-08,1.4265991e-08,1.8054324e-14,7.1548173e-10,99.973625,0.026379814
Powdery Mildew,Powdery Mildew,True,2.2088577e-06,2.1747233e-07,5.725199e-10,3.2146305e-05,7.6741524,92.32581
Cedar Apple Rust,Cedar Apple Rust,True,0.010566124,0.10514793,99.83734,0.04586075,0.0009705137,0.00011303012
Cedar Apple Rust,Cedar Apple Rust,True,1.5752163e-10,0.0026168874,99.99729,9.255709e-05,5.251425e-07,1.9054751e-09
Fire Blight,Fire Blight,True,0.009261924,1.846483e-05,3.3973194e-07,99.980286,0.0104272235,1.653035e-08
Apple Scab,Apple Scab,True,0.0010706615,52.04959,47.839634,0.026638268,0.05478092,0.028287468
Powdery Mildew,Powdery Mildew,True,2.767797e-06,1.5923797e-06,4.286353e-08,7.880484e-05,1.5456768,98.45424
Alternaria,Alternaria,True,100.0,1.7377454e-11,2.3296405e-14,5.4961137e-19,2.128555e-06,4.0001655e-16
Cedar Apple Rust,Cedar Apple Rust,True,1.1537842e-08,0.22681165,99.769394,0.003766541,2.4733945e-05,1.6581419e-07
Healthy,Healthy,True,1.2065546e-17,6.289262e-14,2.2250833e-26,4.8214914e-33,100.0,6.6328795e-08
Powdery Mildew,Powdery Mildew,True,1.0915704e-06,3.915621e-07,3.9270605e-09,4.163098e-06,1.1081102,98.891884
Powdery Mildew,Powdery Mildew,True,9.396318e-06,1.5618105e-05,4.1344586e-07,0.0002209536,1.8995271,98.100235
Fire Blight,Fire Blight,True,1.6461669e-05,0.19634102,0.013769511,99.77518,0.0146605875,3.013551e-05
Healthy,Healthy,True,4.295468e-15,2.0173946e-17,1.1433609e-28,1.794671e-38,100.0,1.6900996e-14
Healthy,Powdery Mildew,False,8.194359e-07,4.2948313e-06,1.1906898e-07,9.046489e-06,2.0971653,97.90283
Powdery Mildew,Powdery Mildew,True,5.62371e-05,1.8615072e-05,6.788219e-07,0.004488939,2.8800583,97.115364
Cedar Apple Rust,Cedar Apple Rust,True,9.015864e-09,0.10645811,99.89071,0.002814909,9.301912e-06,5.7418305e-08
Cedar Apple Rust,Cedar Apple Rust,True,4.6045332e-07,5.3924475,94.60604,0.0014547653,5.6961522e-05,2.437771e-06
Healthy,Healthy,True,1.6143207e-17,7.0382713e-13,1.7995548e-21,1.17126945e-14,100.0,1.654025e-06
Powdery Mildew,Powdery Mildew,True,4.6894697e-06,1.9708702e-06,2.224724e-08,5.7963713e-05,2.4972548,97.50268
Cedar Apple Rust,Cedar Apple Rust,True,3.7191885e-09,0.6087955,99.39059,0.00060332805,1.6431857e-05,1.3361502e-07
Apple Scab,Apple Scab,True,1.7512782e-07,96.649574,3.349264,0.0011009924,5.3949192e-05,4.6396318e-07
Alternaria,Alternaria,True,100.0,1.8815993e-13,2.1602605e-14,3.149512e-20,3.077167e-07,6.650153e-17
Fire Blight,Fire Blight,True,0.0030561925,0.0055747046,9.7691416e-05,99.96493,0.0260464,0.00030120907
Powdery Mildew,Powdery Mildew,True,3.1801085e-07,2.3689692e-07,1.8064801e-08,9.1759046e-07,0.3694869,99.63051
Cedar Apple Rust,Cedar Apple Rust,True,0.00070489506,0.5488551,62.239807,36.09408,1.0991035,0.017441241
Alternaria,Alternaria,True,99.999954,1.0905383e-09,2.3690554e-05,1.8974299e-06,1.8875424e-05,3.3355485e-09
Powdery Mildew,Powdery Mildew,True,0.0028287102,0.0030957374,0.0037661914,0.40009436,1.9150145,97.6752
Apple Scab,Apple Scab,True,5.8480694e-12,99.99863,0.0013735492,4.8270806e-12,1.1939584e-06,3.9351126e-13
Powdery Mildew,Powdery Mildew,True,3.1848415e-07,6.179272e-07,3.0581194e-08,1.3645139e-06,0.8387709,99.16123
Healthy,Healthy,True,2.740547e-05,8.3478234e-08,2.0816762e-10,1.6866323e-06,99.13048,0.86949795
Healthy,Healthy,True,1.4201423e-14,2.0051463e-09,8.028673e-13,2.642081e-06,100.0,9.2535674e-07
Powdery Mildew,Powdery Mildew,True,2.0158552e-05,1.3800768e-05,3.2283683e-06,0.002205468,1.2420256,98.75574
Powdery Mildew,Powdery Mildew,True,1.1118871e-06,3.4094504e-07,2.9906886e-09,1.6991475e-05,1.89256,98.10743
Alternaria,Alternaria,True,100.0,1.7771708e-15,1.7129124e-16,8.416162e-20,3.559989e-07,1.4330752e-18
Healthy,Healthy,True,2.6503758e-12,6.353087e-15,1.3890904e-25,4.362849e-36,100.0,1.3613482e-13
Apple Scab,Apple Scab,True,8.521482e-09,99.130295,0.8688827,0.0007638132,5.178764e-05,5.1264927e-08
Powdery Mildew,Powdery Mildew,True,1.3228879e-05,5.7721754e-06,1.2697163e-06,0.0005921051,0.6930308,99.306366
Apple Scab,Apple Scab,True,1.5016962e-12,99.99938,0.00062238367,1.434417e-07,8.0697475e-07,5.3801403e-12
Fire Blight,Fire Blight,True,0.0014082843,0.00012184495,0.0026313525,99.98835,0.0074541587,2.7848313e-05
Fire Blight,Fire Blight,True,0.003636369,2.1173535e-06,8.455799e-06,99.53827,0.4579271,0.00014714968
Powdery Mildew,Powdery Mildew,True,1.2085786e-06,1.0280284e-06,9.2994705e-09,1.7614535e-05,2.8994071,97.10056
Alternaria,Alternaria,True,100.0,3.3528163e-13,1.5546389e-11,1.2970053e-12,1.0151566e-06,3.1653845e-14
Healthy,Healthy,True,5.5004347e-19,2.4658604e-23,9.949135e-35,6.1097546e-36,100.0,2.7018713e-16
Apple Scab,Apple Scab,True,1.3604796e-10,99.99898,0.0010192066,5.6344673e-12,9.275843e-07,3.5532054e-13
Powdery Mildew,Powdery Mildew,True,3.6338702e-07,1.1425193e-07,8.80383e-09,3.9424003e-07,0.28146276,99.718544
Alternaria,Alternaria,True,100.0,9.826729e-14,7.767736e-16,6.640368e-17,1.3790503e-07,1.5917926e-17
Alternaria,Alternaria,True,100.0,1.1075999e-06,2.7357208e-10,3.9592322e-11,3.7891134e-06,4.5361247e-14
Alternaria,Alternaria,True,100.0,9.444215e-11,8.124087e-13,9.282542e-18,5.483156e-06,7.405133e-15
Cedar Apple Rust,Cedar Apple Rust,True,1.9774713e-07,0.0009325213,99.99788,0.001190045,4.4591766e-06,2.232334e-08
Alternaria,Alternaria,True,100.0,1.3308611e-16,1.1892575e-19,6.8229406e-23,2.36507e-09,6.425448e-23
Healthy,Healthy,True,1.3999276e-09,7.608339e-11,1.0662064e-12,1.3292606e-05,99.98974,0.010244724
Alternaria,Alternaria,True,100.0,1.5659595e-11,1.7348376e-15,8.212945e-23,1.0589147e-07,1.7834695e-19
Alternaria,Alternaria,True,99.99998,2.1827606e-08,3.852603e-09,4.501253e-10,2.7067756e-05,1.3773498e-10
Fire Blight,Fire Blight,True,3.0960553e-07,2.0823103e-08,1.4126091e-06,99.99778,0.0022181973,7.2992314e-09
Fire Blight,Fire Blight,True,6.6844636e-06,1.0927021e-06,0.00060455484,99.98953,0.009839812,6.022519e-06
Healthy,Healthy,True,4.9222026e-10,4.7809083e-11,2.2374455e-17,2.6184963e-12,99.74559,0.2544086
Cedar Apple Rust,Apple Scab,False,8.1367e-08,57.55687,42.443027,7.6462375e-06,9.715485e-05,1.8223233e-07
Alternaria,Alternaria,True,100.0,9.199508e-14,2.0615393e-14,2.0031953e-14,2.7392847e-08,6.1120723e-18
Healthy,Healthy,True,3.1857365e-21,1.7728675e-19,1.1881665e-31,4.0724313e-27,100.0,3.0237863e-06
Cedar Apple Rust,Cedar Apple Rust,True,9.037598e-07,0.42295423,99.10954,0.4672116,0.00028597968,1.0847868e-06
Fire Blight,Fire Blight,True,0.013128374,0.00041156219,0.33005157,99.562256,0.08363765,0.010518055
Alternaria,Alternaria,True,99.999985,7.8211293e-10,8.111677e-11,1.7776893e-11,7.929913e-06,2.6895157e-12
Powdery Mildew,Powdery Mildew,True,1.6778957e-07,8.253947e-07,2.303366e-08,1.8813463e-06,1.1045699,98.89543
Powdery Mildew,Powdery Mildew,True,1.2255848e-07,9.038549e-08,1.2634324e-08,2.3567146e-07,0.3967012,99.6033
Fire Blight,Fire Blight,True,0.00311851,4.0966083e-07,2.8740731e-05,99.9575,0.039360825,3.6580993e-06
Apple Scab,Apple Scab,True,2.768602e-08,99.413765,0.5862009,4.1230223e-06,3.6278983e-05,5.7803852e-08
Alternaria,Alternaria,True,100.0,7.5025256e-13,2.7468508e-15,8.038328e-20,4.372516e-08,3.541825e-18
Fire Blight,Fire Blight,True,1.40744505e-05,4.3530226e-06,7.6595925e-06,99.864655,0.13523114,8.722052e-05
Fire Blight,Fire Blight,True,0.0020088193,0.00024865544,0.00040381515,99.98911,0.008154618,5.5845037e-05
Fire Blight,Fire Blight,True,0.005800037,0.010114219,0.04604652,99.9004,0.033265468,0.004373324
Powdery Mildew,Powdery Mildew,True,1.9859086e-05,1.405137e-05,1.518633e-07,0.00029001318,3.077557,96.92213
Cedar Apple Rust,Cedar Apple Rust,True,5.2202144e-05,9.138952,90.86011,1.1768894e-06,0.000877144,1.9462393e-08
Powdery Mildew,Powdery Mildew,True,2.893427e-07,9.808515e-08,1.9766307e-10,4.4983036e-08,5.4691896,94.53081
Apple Scab,Apple Scab,True,2.257205e-12,99.99598,0.004011144,1.2323235e-07,2.9889557e-07,2.1634459e-12
Alternaria,Alternaria,True,100.0,7.505768e-11,7.966132e-13,7.51542e-12,2.0761628e-07,2.2805303e-16
Healthy,Healthy,True,2.9656483e-08,2.1130786e-09,2.1396256e-14,1.155808e-06,99.99998,1.6928168e-05
Powdery Mildew,Powdery Mildew,True,8.034683e-07,3.4841278e-06,1.8286035e-07,2.531807e-06,1.9110279,98.08897
Alternaria,Alternaria,True,100.0,6.449571e-13,6.385374e-16,2.7838842e-25,2.4065622e-08,8.178594e-21
Healthy,Healthy,True,6.9754385e-08,0.0007876067,3.9655864e-05,0.00842864,99.98974,0.0010103546
Healthy,Healthy,True,1.201197e-06,2.6856836e-10,6.939967e-14,2.720898e-11,99.999596,0.00041074803
Cedar Apple Rust,Cedar Apple Rust,True,0.00018380323,0.11527133,98.19935,1.6843693,0.0007490641,6.694729e-05
Fire Blight,Fire Blight,True,0.0068424516,1.4438691e-05,8.078155e-07,99.98851,0.004631645,2.832723e-09
Powdery Mildew,Powdery Mildew,True,3.3403314e-06,6.272829e-06,9.479352e-08,1.3298323e-05,1.5416644,98.45831
Powdery Mildew,Powdery Mildew,True,2.4798084e-07,2.2276396e-07,2.0195354e-09,1.5819153e-07,1.5695207,98.43048
Powdery Mildew,Powdery Mildew,True,0.00041360778,0.0001351863,1.5146985e-05,0.0709132,2.393987,97.53454
Alternaria,Alternaria,True,100.0,8.290481e-14,1.499751e-15,1.7959222e-19,3.00205e-08,6.311794e-18
Alternaria,Alternaria,True,100.0,4.935812e-10,3.1654138e-11,3.8251635e-15,5.217064e-07,1.4991628e-14
Healthy,Healthy,True,4.3063546e-11,3.431546e-10,5.730582e-17,4.3303043e-12,99.21195,0.7880456
Cedar Apple Rust,Cedar Apple Rust,True,0.00012169805,0.043162126,99.95652,0.00010957217,7.525888e-05,1.0166779e-06
Apple Scab,Apple Scab,True,7.0424076e-11,99.90458,0.09541101,5.8143273e-06,7.1554837e-06,1.2005117e-09
Apple Scab,Apple Scab,True,9.164818e-09,99.99998,2.365444e-05,1.3060917e-07,5.9057593e-06,8.5607924e-11
Alternaria,Alternaria,True,100.0,1.2888697e-12,1.5142085e-08,1.1698519e-10,5.4847436e-07,1.520166e-13
Alternaria,Alternaria,True,99.88896,4.346488e-07,1.1890284e-06,0.0002832367,0.11073034,2.6566837e-05
Powdery Mildew,Powdery Mildew,True,1.0823665e-06,1.4895845e-06,5.6891093e-08,1.0495405e-05,1.2339079,98.766075
Fire Blight,Fire Blight,True,1.0047012e-05,7.6028446e-05,0.010204398,99.9872,0.0025198641,1.0093567e-06
Cedar Apple Rust,Cedar Apple Rust,True,1.4952923e-07,12.274197,87.71919,0.0065341215,8.182964e-05,5.948466e-07
Cedar Apple Rust,Cedar Apple Rust,True,1.12275504e-08,0.015368595,99.980095,0.004521363,1.0209546e-05,4.9209426e-08
Alternaria,Alternaria,True,100.0,7.5712536e-17,2.233196e-18,1.4319514e-23,1.0430065e-08,4.856149e-21
Healthy,Healthy,True,3.542913e-14,5.347093e-18,1.663882e-24,1.4238406e-23,100.0,6.812272e-10
Powdery Mildew,Powdery Mildew,True,0.00022092892,3.2534605e-05,1.3334079e-05,0.008909064,1.0656183,98.9252
Alternaria,Alternaria,True,100.0,3.808032e-09,2.6930042e-10,4.4357593e-16,3.2873957e-06,2.1071143e-13
Alternaria,Alternaria,True,100.0,7.4602725e-17,1.1345432e-17,6.0274583e-21,2.8633016e-09,9.966789e-22
Fire Blight,Fire Blight,True,0.006893569,2.0741361e-05,0.00017571729,99.97157,0.021284312,4.8458343e-05
Healthy,Healthy,True,1.0840542e-20,3.467534e-11,1.6710997e-19,2.7149553e-13,100.0,4.243927e-11
Healthy,Healthy,True,1.4126242e-10,6.1486047e-09,2.6887899e-18,6.9643143e-29,100.0,1.2660208e-08
Cedar Apple Rust,Cedar Apple Rust,True,6.507316e-08,0.055901892,99.92981,0.014228185,5.6336416e-05,5.367272e-07
Fire Blight,Fire Blight,True,1.0617123e-05,4.3697673e-06,0.0013165714,99.989655,0.009005133,6.6010784e-06
Alternaria,Alternaria,True,100.0,1.3841933e-16,1.5399943e-19,1.2257931e-25,5.3684652e-09,4.3115245e-22
Cedar Apple Rust,Cedar Apple Rust,True,2.8068706e-07,0.33199775,99.66799,6.546607e-06,1.3016749e-05,5.5619438e-08
Healthy,Healthy,True,3.891781e-11,3.1387652e-09,4.119459e-17,1.19360426e-20,99.99639,0.003613087
Healthy,Healthy,True,3.5385894e-15,4.8177183e-12,6.6097898e-24,5.255789e-32,100.0,5.161722e-08
Apple Scab,Apple Scab,True,2.908941e-13,99.99981,0.00018527293,4.1439288e-09,1.2394237e-07,1.1042237e-12
Fire Blight,Fire Blight,True,0.0011625959,0.0026166143,0.0006865959,99.977715,0.017595414,0.00023308466
